股票代码,股票名称,组织形式,公司全称,英文名称,所属行业,注册资本,董事长,地域,办公地址,公司网址,董事会秘书,董秘电话,董秘邮箱,成立日期,上市日期,募资资金总额,发行价格,发行市盈率
600608,上海科技,国有相对控股企业,上海宽频科技股份有限公司,"Shanghai Broadband Technology Co.,Ltd.",黑色金属,"32,886万元",雷升逵,上海,上海市闸北区江场西路299弄1号楼1601室,www.600608.net,李丹青,021-62319566,li_dq@600608.net,1992/3/26,1992/3/27,"2,240万元
            ","28.00元
            ","0.00%
            "
600609,金杯汽车,国有相对控股企业,金杯汽车股份有限公司,Shenyang Jinbei Automotive Company Limited,汽车制造,"109,267万元",祁玉民,辽宁,沈阳市沈河区万柳塘路38号,www.jinbei.com.cn,赵晓军,024-24815610,stock@syjbauto.com.cn,1988/5/3,1992/7/24,"0万元
            ","100.00元
            ","0.00%
            "
600610,*ST中毅,民营相对控股企业,上海中毅达股份有限公司,"Shanghai Zhongyida CO.,LTD.",专用设备制造,"107,127万元",吴邦兴,上海,上海市龙溪路189号,www.ctmco.com.cn,林旭楠,021-62422142,ctm600610@163.com,1992/6/22,1992/7/28,"--万元
            ","--元
            ","--%
            "
600611,大众交通,民营相对控股企业,大众交通(集团)股份有限公司,"Dazhong Transportation (Group) Co.,Ltd.",交通物流,"157,608万元",杨国平,上海,上海市徐汇区中山西路1515号大众大厦22楼,www.96822.com,赵思渊,021-64285708,LCP@96822.com,1992/7/10,1992/7/22,"--万元
            ","--元
            ","--%
            "
600612,老凤祥,国有相对控股企业,老凤祥股份有限公司,"Lao Feng Xiang Co.,Ltd.",其他制造业,"52,312万元",石力华,上海,上海市漕溪路270号六楼,www.chinafirstpencil.com,周富良,021-54480605,cfp612@126.com,1992/5/20,1992/7/28,"0万元
            ","40.00元
            ","0.00%
            "
600613,神奇制药,民营相对控股企业,上海神奇制药投资管理股份有限公司,"Shanghai Shenqi Pharmaceutical Investment Management Co.,ltd.",医药制造,"44,506万元",张芝庭,上海,上海市威海路128号长发大厦613室,www.gzsq.com,冯斌(代),021-53750009,shanghaiys@126.com,1992/6/10,1992/7/22,"0万元
            ","72.00元
            ","0.00%
            "
600614,鼎立股份,民营企业,上海鼎立科技发展(集团)股份有限公司,"Shanghai Dingli Technology Development(Group) Co.,Ltd.",医药制造,"71,859万元",许宝星,上海,上海市杨浦区国权路39号财富广场(金座)18楼,www.600614.com,姜卫星,021-35071889-698,jiang_wx@600614.com,1992/6/3,1992/7/28,"0万元
            ","35.00元
            ","0.00%
            "
600615,丰华股份,民营相对控股企业,上海丰华(集团)股份有限公司,"Shanghai Fenghwa Group Co.,Ltd.",金属制品,"18,802万元",涂建敏,上海,上海市浦东新区浦建路76号由由国际广场901室,www.fenghwa.sh.cn,查大兵,021-50903399,dbzha@fenghwa.sh.cn,1992/6/6,1992/9/10,"0万元
            ","55.00元
            ","0.00%
            "
600616,金枫酒业,国有相对控股企业,上海金枫酒业股份有限公司,ShangHai JinFeng Wine Company Limited,茶酒饮料,"51,462万元",葛俊杰,上海,上海市普陀区宁夏路777号(海棠大厦内),www.jinfengwine.com,张黎云,021-58352625,lily@jinfengwine.com,1992/6/19,1992/9/29,"0万元
            ","58.00元
            ","0.00%
            "
600617,国新能源,国有相对控股企业,山西省国新能源股份有限公司,Shanxi Guoxin Energy Corporation Limited,水电燃气,"59,304万元",刘军,山西,山西省太原市高新技术产业开发区中心街6号,www.600617.com.cn,张帆,0351-7991685,zhangfan600617@163.com,1992/8/17,1992/10/13,"0万元
            ","55.80元
            ","0.00%
            "
600618,氯碱化工,国有企业,上海氯碱化工股份有限公司,"Shanghai Chlor-Alkali Chemical Co.,Ltd.",化学制品,"115,640万元",黄岱列,上海,上海市闵行区龙吴路4747号,www.scacc.com,许沛文,021-64340601,shxpw@126.com,1992/7/4,1992/8/20,"0万元
            ","54.00元
            ","0.00%
            "
600619,海立股份,国有相对控股企业,上海海立(集团)股份有限公司,"Shanghai Highly (Group) Co.,Ltd.",通用设备制造,"66,774万元",沈建芳,上海,上海市浦东新区金桥出口加工区宁桥路888号,www.highly.cc,罗敏,021-58547777,luomin@highly.cc,1992/6/20,1992/11/16,"0万元
            ","48.00元
            ","0.00%
            "
600620,天宸股份,民营相对控股企业,上海市天宸股份有限公司,"Shanghai Tianchen Co.,Ltd.",综合,"45,778万元",叶茂菁,上海,上海市长宁区仙霞路8号29楼,www.shstc.com,许旭羽,021-62782233,xuxuyu@shstc.com,1992/7/1,1992/11/17,"0万元
            ","50.00元
            ","0.00%
            "
600621,华鑫股份,国有相对控股企业,上海华鑫股份有限公司,"Shanghai Chinafortune Co.,ltd.",房地产业,"52,408万元",陈靖,上海,上海市福州路666号金陵海欣大厦26楼,www.shchinafortune.com,胡之奎,021-63226000-501,huzk@shchinafortune.com,1992/6/9,1992/12/2,"0万元
            ","42.00元
            ","0.00%
            "
600622,嘉宝集团,国有相对控股企业,上海嘉宝实业(集团)股份有限公司,"Shanghai Jiabao Industry & Commerce (Group) Co.,Ltd.",房地产业,"51,430万元",钱明,上海,上海市嘉定区清河路55号嘉宝商厦6-7楼,www.jbjt.com,孙红良,021-59529711,jbdm@jbjt.com,1992/4/28,1992/12/3,"0万元
            ","50.00元
            ","0.00%
            "
600623,双钱股份,国有企业,双钱集团股份有限公司,"Double Coin Holdings.,ltd.",橡胶塑料,"88,947万元",刘训峰,上海,上海市虹口区吴淞路290号,www.doublecoinholdings.com,马晓宾,021-26067033,--,1992/7/1,1992/8/28,"0万元
            ","68.00元
            ","0.00%
            "
600624,复旦复华,国有相对控股企业,上海复旦复华科技股份有限公司,"Shanghai Fudan Forward S&t; CO.,Ltd.",综合,"40,516万元",张陆洋,上海,上海市国权路525号,www.forwardgroup.com,任琳芳,021-63872288,shareholder@forwardgroup.com,1992/6/10,1993/1/5,"0万元
            ","52.00元
            ","0.00%
            "
600626,申达股份,国有相对控股企业,上海申达股份有限公司,"Shanghai Shenda Co.,Ltd.",批发零售,"71,024万元",席时平,上海,上海市江宁路1500号申达国际大厦(近澳门路),www.cnshenda.com.cn,玛天羽,021-62328282,600626@sh-shenda.com,1986/12/11,1993/1/7,"0万元
            ","30.00元
            ","0.00%
            "
600628,新世界,国有相对控股企业,上海新世界股份有限公司,"Shanghai New World Co.,Ltd.",批发零售,"53,180万元",徐若海,上海,上海市南京西路2-88号,www.newworld-china.com,王文华,021-63588888-3329,wendynw@vip.sina.com,1988/8/24,1993/1/19,"0万元
            ","88.00元
            ","0.00%
            "
600629,棱光实业,国有企业,上海棱光实业股份有限公司,"Shanghai Lengguang Industrial Co.,Ltd.",非金属制品,"34,800万元",邱平,上海,上海市延安西路2558号2号楼,--,李恒广,021-62192863,lihg@lengguang.sh.cn,1992/7/16,1993/2/9,"0万元
            ","22.00元
            ","0.00%
            "
600630,龙头股份,国有相对控股企业,上海龙头(集团)股份有限公司,Shanghai Dragon Corporation,纺织业,"42,486万元",朱勇,上海,上海市制造局路584号A座4楼,www.shanghaidragon.com.cn,陈峰,021-34061116,ltdsh@shanghaidragon.com.cn,1992/6/30,1993/2/9,"0万元
            ","38.00元
            ","0.00%
            "
600633,浙报传媒,国有企业,浙报传媒集团股份有限公司,"ZheJiang Daily Media Group Co.,Ltd.",出版传媒,"118,829万元",高海浩,浙江,杭州市体育场路178号26-27楼,www.600633.cn,李庆,0571-85310949,zdm@600633.cn,1992/8/8,1993/3/4,"0万元
            ","56.60元
            ","0.00%
            "
600634,中技控股,民营相对控股企业,上海中技投资控股股份有限公司,"Shanghai Zhongji Investment Holding Co.,Ltd.",非金属制品,"57,573万元",朱建舟,上海,上海市虹口区广粤路437号2幢,www.600634.com,戴尔君,021-65929055,zpz@zpzchina.com,1992/7/4,1993/3/4,"0万元
            ","40.00元
            ","0.00%
            "
600635,大众公用,民营相对控股企业,上海大众公用事业(集团)股份有限公司,"Shanghai Dazhong Public Utilities(Group) Co.,Ltd.",水电燃气,"164,487万元",杨国平,上海,上海市徐汇区中山西路1515号大众大厦8楼,www.dzug.cn,梁嘉玮,021-64280679,master@dzug.cn,1991/12/24,1993/3/4,"0万元
            ","35.00元
            ","0.00%
            "
600636,三爱富,国有相对控股企业,上海三爱富新材料股份有限公司,Shanghai 3F New Materials Company Limited,化学制品,"38,195万元",魏建华,上海,上海市漕溪路250号银海大楼A805室,www.sh3f.com,李莉,021-64823549,bod@sh3f.com,1992/9/9,1993/3/16,"0万元
            ","34.00元
            ","0.00%
            "
600637,百视通,国有相对控股企业,百视通新媒体股份有限公司,"Bestv New Media Co.,Ltd.",信息技术,"111,374万元",黎瑞刚,上海,上海市宜山路757号百视通大厦,www.bestv.com.cn,张建,021-33396736,zhang.jian@bestv.com.cn,1992/8/24,1993/3/16,"0万元
            ","48.00元
            ","0.00%
            "
600638,新黄浦,国有相对控股企业,上海新黄浦置业股份有限公司,"Shanghai New Huang Pu Real Estate Co.,Ltd.",房地产业,"56,116万元",王伟旭,上海,上海市北京东路668号东楼32层,www.600638.com,李薇洁,021-63238888,stock@600638.com,1992/8/1,1993/3/26,"0万元
            ","60.80元
            ","0.00%
            "
600639,浦东金桥,国有相对控股企业,上海金桥出口加工区开发股份有限公司,"Shanghai Jinqiao Export Processing Zone Development Co.,Ltd.",房地产业,"92,883万元",黄国平,上海,上海浦东新金桥路27号1号楼,www.58991818.com,严少云,021-50307702,jqir@58991818.com,1992/11/24,1993/3/26,"0万元
            ","25.00元
            ","0.00%
            "
600640,号百控股,国有企业,号百控股股份有限公司,"Besttone Holding Co.,Ltd.",租赁和商务,"53,536万元",王玮,上海,上海市江宁路1207号国脉大厦,www.besttoneh.com,李培忠,021-62762171,pzli@chinasatcomgm.com,1992/4/1,1993/4/7,"0万元
            ","51.80元
            ","0.00%
            "
600641,万业企业,民营企业,上海万业企业股份有限公司,"Shanghai Wanye Enterprises Co.,Ltd.",房地产业,"80,616万元",程光,上海,上海市浦东大道720号9层,www.600641.com.cn,吴云韶,021-50367718,wyqy@vip.sina.com,1991/10/28,1993/4/7,"0万元
            ","12.00元
            ","0.00%
            "
600642,申能股份,国有企业,申能股份有限公司,Shenergy Company Limited,水电燃气,"455,204万元",吴建雄,上海,上海市虹井路159号5楼,www.shenergy.net.cn,周燕飞,021-63900642,zhengquan@shenergy.com.cn,1993/2/22,1993/4/16,"0万元
            ","28.00元
            ","0.00%
            "
600643,爱建股份,集体企业,上海爱建股份有限公司,Shanghai AJ Corporation,金融业,"110,549万元",范永进,上海,上海零陵路599号,www.aj.com.cn,侯学东,021-64396600,dongmi@aj.com.cn,1992/7/2,1993/4/26,"0万元
            ","70.00元
            ","0.00%
            "
600644,乐山电力,国有企业,乐山电力股份有限公司,"Leshan Electric Power Co.,Ltd.",水电燃气,"53,840万元",廖政权,四川,四川省乐山市市中区嘉定北路46号,www.lsep.com.cn,王迅,0833-2445800,600644@vip.163.com,1988/5/17,1993/4/26,"0万元
            ","1.00元
            ","0.00%
            "
600645,中源协和,民营企业,中源协和细胞基因工程股份有限公司,"Zhongyuan Union Cell&gene; Engineering Corp.,Ltd.",科研技术,"35,254万元",李德福,天津,天津空港经济区东九道45号,www.vcanbio.com,夏亮,022-58617160,zhongyuanxiehe@sohu.com,1992/7/1,1993/5/4,"0万元
            ","50.00元
            ","0.00%
            "
600647,同达创业,国有相对控股企业,上海同达创业投资股份有限公司,"Shanghai Tongda Venture Capital Co.,Ltd.",房地产业,"13,914万元",周立武,上海,上海浦东商城路660号乐凯大厦21楼,www.shtdcy.com,薛玉宝,021-68871928,xueyb@126.com,1991/7/27,1993/5/4,"0万元
            ","32.80元
            ","0.00%
            "
600648,外高桥,国有企业,上海外高桥保税区开发股份有限公司,"Shanghai Waigaoqiao Free Trade Zone Development Co.,ltd.",批发零售,"113,535万元",舒榕斌,上海,上海市浦东新区洲海路999号森兰国际大厦B栋11-13层,www.shwgq.com,黄磷,021-51980847,gudong@shwgq.com,1992/8/14,1993/5/4,"0万元
            ","28.00元
            ","0.00%
            "
600649,城投控股,国有相对控股企业,上海城投控股股份有限公司,"Shanghai Chengtou Holding Co.,Ltd.",房地产业,"298,752万元",安红军,上海,上海市吴淞路130号城投控股大厦19楼,www.sh600649.com,俞有勤,021-66981171,ctkg@600649sh.com,1992/9/9,1993/5/18,"198,729万元
            ","30.00元
            ","0.00%
            "
600650,锦江投资,国有相对控股企业,上海锦江国际实业投资股份有限公司,"Shanghai Jin Jiang International Industrial Investment Co.,Ltd.",交通物流,"55,161万元",杨原平,上海,上海市延安东路100号28楼,www.jjtz.com,濮荣平,021-63218800,dshms@jjtz.com,1993/2/24,1993/6/7,"41,600万元
            ","52.00元
            ","0.00%
            "
600651,飞乐音响,国有相对控股企业,上海飞乐音响股份有限公司,"Shanghai Feilo Acoustics Co.,Ltd.",电器制造,"98,522万元",黄峰,上海,上海市嘉定区嘉新公路1001号,www.facs.com.cn,叶盼,021-59900651,office@facs.com.cn,1984/11/18,1990/12/19,"0万元
            ","7.00元
            ","0.00%
            "
600652,爱使股份,民营企业,上海爱使股份有限公司,"Shanghai ACE Co.,Ltd.",采矿业,"83,270万元",肖勇,上海,上海市肇嘉浜路666号,www.sh-ace.com,张亮,021-64710022-8818,zhangliang@sh-ace.com,1985/1/1,1990/12/19,"0万元
            ","50.00元
            ","0.00%
            "
600653,申华控股,国有相对控股企业,上海申华控股股份有限公司,"Shanghai Shenhua Holdings Co.,Ltd.",批发零售,"174,638万元",祁玉民,上海,上海市宁波路一号,www.shkg.com.cn,翟锋,021-63372010,stock@shkg.com.cn,1986/7/1,1990/12/19,"0万元
            ","15.00元
            ","0.00%
            "
600654,飞乐股份,民营相对控股企业,上海飞乐股份有限公司,"Shanghai Feilo Co.,Ltd.",汽车制造,"115,103万元",黄峰,上海,上海市闸北区永和路398号,www.feilo.com.cn,张杏兴,021-62512629,zhangxingxing@feilo.com.cn,1987/9/3,1990/12/19,"0万元
            ","100.00元
            ","0.00%
            "
600655,豫园商城,民营相对控股企业,上海豫园旅游商城股份有限公司,"Shanghai Yuyuan Tourist Mart Co.,Ltd.",批发零售,"143,732万元",徐晓亮,上海,上海市方浜中路269号,www.yuyuantm.com.cn,蒋伟,021-23029999,obd@yuyuantm.com.cn,1987/6/1,1992/9/2,"0万元
            ","80.00元
            ","0.00%
            "
600656,博元投资,民营相对控股企业,珠海市博元投资股份有限公司,"ZhuHai BoYuan Investment Co.,Ltd.",批发零售,"19,034万元",余蒂妮,广东,广东省珠海市香洲区人民西路291号日荣大厦8楼806室,--,王寒朵,0756-2660313-817,sh600656@163.com,1989/3/15,1990/12/19,"0万元
            ","100.00元
            ","0.00%
            "
600657,信达地产,国有企业,信达地产股份有限公司,"Cinda Real Estate Co.,Ltd.",房地产业,"152,426万元",贾洪浩,北京,北京市海淀区中关村南大街甲18号北京国际大厦C座16层,www.cindare.com,石爱民,010-82190959,dongban_dc@cinda.com.cn,1984/7/20,1993/5/24,"0万元
            ","1.50元
            ","0.00%
            "
